Timestamp,Temp_C,Poli_bar,Vbat_V,Brake,Dplus,RPM,Speed_kmh,Odo_km,PTrans_bar,TTrans_C,Cnt_Empty,Cnt_Loaded,HourMeter,Uptime_s,Alarm_Temp,Alarm_Poli,Alarm_Vbat
2026-05-18 15:56:33,0,0,0,0,0,0,0,0,0,0,0,0,9.3,846,0,1,1
2026-05-18 15:56:43,0,0,0,0,0,0,0,0,0,0,0,0,9.3,857,0,1,1
2026-05-18 15:56:53,0,0,0,0,0,0,0,0,0,0,0,0,9.3,868,0,1,1
2026-05-18 15:57:06,0,0,0,0,0,0,0,0,0,0,0,0,9.3,879,0,1,1
2026-05-18 15:57:16,0,0,0,0,0,0,0,0,0,0,0,0,9.4,890,0,1,1
2026-05-18 15:57:27,0,0,0,0,0,0,0,0,0,0,0,0,9.4,902,0,1,1
2026-05-19 10:37:07,0,0,0,0,0,0,0,0,0,0,0,0,9.4,23,0,1,1
2026-05-19 10:37:18,0,0,0,0,0,0,0,0,0,0,0,0,9.4,34,0,1,1
2026-05-19 10:37:30,0,0,0,0,0,0,0,0,0,0,0,0,9.4,45,0,1,1
2026-05-19 10:37:41,0,0,0,0,0,0,0,0,0,0,0,0,9.4,56,0,1,1
2026-05-19 10:37:46,0,0,0,0,0,0,0,0,0,0,0,0,9.4,62,0,1,1
2026-05-19 10:37:58,0,0,0,0,0,0,0,0,0,0,0,0,9.4,73,0,1,1
2026-05-19 10:38:10,0,0,0,0,0,0,0,0,0,0,0,0,9.4,85,0,1,1
2026-05-19 10:38:21,0,0,0,0,0,0,0,0,0,0,0,0,9.4,97,0,1,1
2026-05-19 10:38:33,0,0,0,0,0,0,0,0,0,0,0,0,9.4,107,0,1,1
2026-05-19 10:38:46,0,0,0,0,0,0,0,0,0,0,0,0,9.4,122,0,1,1
2026-05-19 10:38:58,0,0,0,0,0,0,0,0,0,0,0,0,9.4,133,0,1,1
2026-05-19 10:39:09,0,0,0,0,0,0,0,0,0,0,0,0,9.4,144,0,1,1
2026-05-19 10:39:21,0,0,0,0,0,0,0,0,0,0,0,0,9.4,155,0,1,1
2026-05-19 10:39:45,0,0,0,0,0,0,0,0,0,0,0,0,9.4,170,0,1,1
2026-05-19 10:39:54,0,0,0,0,0,0,0,0,0,0,0,0,9.4,189,0,1,1
2026-05-19 10:40:05,0,0,0,0,0,0,0,0,0,0,0,0,9.4,201,0,1,1
2026-05-19 10:40:23,0,0,0,0,0,0,0,0,0,0,0,0,9.4,215,0,1,1
2026-05-19 10:40:52,0,0,0,0,0,0,0,0,0,0,0,0,9.4,233,0,1,1
2026-05-19 10:41:10,0,0,0,0,0,0,0,0,0,0,0,0,9.4,257,0,1,1
2026-05-19 10:41:16,0,0,0,0,0,0,0,0,0,0,0,0,9.4,271,0,1,1
2026-05-19 10:41:26,0,0,0,0,0,0,0,0,0,0,0,0,9.4,281,0,1,1
2026-05-19 10:41:38,0,0,0,0,0,0,0,0,0,0,0,0,9.4,292,0,1,1
2026-05-19 10:41:50,0,0,0,0,0,0,0,0,0,0,0,0,9.4,305,0,1,1
2026-05-19 10:42:13,0,0,0,0,0,0,0,0,0,0,0,0,9.4,319,0,1,1
2026-05-19 10:42:25,0,0,0,0,0,0,0,0,0,0,0,0,9.4,339,0,1,1
2026-05-19 10:42:46,0,0,0,0,0,0,0,0,0,0,0,0,9.4,355,0,1,1
2026-05-19 10:43:04,0,0,0,0,0,0,0,0,0,0,0,0,9.5,377,0,1,1
2026-05-19 10:43:21,0,0,0,0,0,0,0,0,0,0,0,0,9.5,394,0,1,1
2026-05-19 10:43:33,0,0,0,0,0,0,0,0,0,0,0,0,9.5,408,0,1,1
2026-05-19 10:43:52,0,0,0,0,0,0,0,0,0,0,0,0,9.5,421,0,1,1
