Timestamp,Temp_C,Poli_bar,Vbat_V,Brake,Dplus,RPM,Speed_kmh,Odo_km,PTrans_bar,TTrans_C,Cnt_Empty,Cnt_Loaded,HourMeter,Uptime_s,Alarm_Temp,Alarm_Poli,Alarm_Vbat
2026-05-18 15:51:01,0,0,0,0,0,0,0,0,0,0,0,0,9.2,515,0,1,1
2026-05-18 15:51:12,0,0,0,0,0,0,0,0,0,0,0,0,9.3,527,0,1,1
2026-05-18 15:51:17,0,0,0,0,0,0,0,0,0,0,0,0,9.3,532,0,1,1
2026-05-18 15:51:29,0,0,0,0,0,0,0,0,0,0,0,0,9.3,543,0,1,1
2026-05-18 15:51:41,0,0,0,0,0,0,0,0,0,0,0,0,9.3,555,0,1,1
2026-05-18 15:51:58,0,0,0,0,0,0,0,0,0,0,0,0,9.3,571,0,1,1
2026-05-18 15:52:12,0,0,0,0,0,0,0,0,0,0,0,0,9.3,586,0,1,1
2026-05-18 15:52:18,0,0,0,0,0,0,0,0,0,0,0,0,9.3,593,0,1,1
2026-05-18 15:52:24,0,0,0,0,0,0,0,0,0,0,0,0,9.3,599,0,1,1
2026-05-18 15:52:34,0,0,0,0,0,0,0,0,0,0,0,0,9.3,609,0,1,1
2026-05-18 15:52:45,0,0,0,0,0,0,0,0,0,0,0,0,9.3,620,0,1,1
2026-05-18 15:52:56,0,0,0,0,0,0,0,0,0,0,0,0,9.3,630,0,1,1
2026-05-18 15:53:06,0,0,0,0,0,0,0,0,0,0,0,0,9.3,640,0,1,1
2026-05-18 15:53:17,0,0,0,0,0,0,0,0,0,0,0,0,9.3,651,0,1,1
2026-05-18 15:53:27,0,0,0,0,0,0,0,0,0,0,0,0,9.3,662,0,1,1
2026-05-18 15:53:39,0,0,0,0,0,0,0,0,0,0,0,0,9.3,673,0,1,1
2026-05-18 15:53:49,0,0,0,0,0,0,0,0,0,0,0,0,9.3,684,0,1,1
2026-05-18 15:54:01,0,0,0,0,0,0,0,0,0,0,0,0,9.3,695,0,1,1
2026-05-18 15:54:14,0,0,0,0,0,0,0,0,0,0,0,0,9.3,708,0,1,1
2026-05-18 15:54:25,0,0,0,0,0,0,0,0,0,0,0,0,9.3,719,0,1,1
2026-05-18 15:54:36,0,0,0,0,0,0,0,0,0,0,0,0,9.3,730,0,1,1
2026-05-18 15:54:47,0,0,0,0,0,0,0,0,0,0,0,0,9.3,741,0,1,1
2026-05-18 15:54:58,0,0,0,0,0,0,0,0,0,0,0,0,9.3,752,0,1,1
2026-05-18 15:55:09,0,0,0,0,0,0,0,0,0,0,0,0,9.3,764,0,1,1
2026-05-18 15:55:21,0,0,0,0,0,0,0,0,0,0,0,0,9.3,775,0,1,1
2026-05-18 15:55:32,0,0,0,0,0,0,0,0,0,0,0,0,9.3,786,0,1,1
2026-05-18 15:55:43,0,0,0,0,0,0,0,0,0,0,0,0,9.3,796,0,1,1
2026-05-18 15:55:54,0,0,0,0,0,0,0,0,0,0,0,0,9.3,808,0,1,1
2026-05-18 15:56:07,0,0,0,0,0,0,0,0,0,0,0,0,9.3,820,0,1,1
2026-05-18 15:56:20,0,0,0,0,0,0,0,0,0,0,0,0,9.3,834,0,1,1
